,Sentence,Word,POS,IOB Tag
799,sentence 22,classification,NN,I-NP
800,sentence 23,the,DT,B-NP
801,sentence 23,procedure,NN,I-NP
802,sentence 23,for,IN,O
803,sentence 23,the,DT,B-NP
804,sentence 23,payment,NN,I-NP
805,sentence 23,of,IN,O
806,sentence 23,adjusted,JJ,B-NP
807,sentence 23,compensation,NN,I-NP
808,sentence 23,for,IN,O
809,sentence 23,work,NN,O
810,sentence 23,performed,VB,B-VP
811,sentence 23,under,IN,I-VP
812,sentence 23,the,DT,B-NP
813,sentence 23,provision,NN,I-NP
814,sentence 23,of,IN,O
815,sentence 23,this,DT,B-NP
816,sentence 23,article,NN,I-NP
817,sentence 23,shall,MD,B-VP
818,sentence 23,be,VB,I-VP
819,sentence 23,in,IN,I-VP
820,sentence 23,accordance,NN,O
821,sentence 23,with,IN,O
822,sentence 23,laac,NN,B-NP
823,sentence 23,sections,NN,I-NP
824,sentence 23,4.72,CD,O
825,sentence 23,4.74,CD,O
826,sentence 23,and,CC,O
827,sentence 23,4.75,CD,O
828,sentence 24,article,NN,O
829,sentence 24,6.4,CD,O
830,sentence 24,bilingual,JJ,B-NP
831,sentence 24,bonus,NN,I-NP
832,sentence 24,whenever,WRB,O
833,sentence 24,an,DT,O
834,sentence 24,appointing,VB,B-VP
835,sentence 24,authority,NN,O
836,sentence 24,determines,VB,B-VP
837,sentence 24,that,IN,I-VP
838,sentence 24,it,PRP,O
839,sentence 24,is,VB,B-VP
840,sentence 24,necessary,JJ,I-VP
841,sentence 24,or,CC,O
842,sentence 24,desirable,JJ,O
843,sentence 24,that,IN,O
844,sentence 24,position,NN,O
845,sentence 24,be,VB,B-VP
846,sentence 24,filled,VB,I-VP
847,sentence 24,by,IN,I-VP
848,sentence 24,person,NN,O
849,sentence 24,able,JJ,O
850,sentence 24,to,TO,O
851,sentence 24,converse,VB,B-VP
852,sentence 24,fluently,RB,O
853,sentence 24,in,IN,O
854,sentence 24,language,NN,O
855,sentence 24,other,JJ,O
856,sentence 24,than,IN,O
857,sentence 24,english,NN,O
858,sentence 24,or,CC,O
859,sentence 24,write,VB,B-VP
860,sentence 24,and,CC,O
861,sentence 24,interpret,VB,B-VP
862,sentence 24,language,NN,O
863,sentence 24,other,JJ,O
864,sentence 24,than,IN,O
865,sentence 24,english,NN,O
866,sentence 24,the,DT,B-NP
867,sentence 24,appointing,JJ,I-NP
868,sentence 24,authority,NN,I-NP
869,sentence 24,shall,MD,B-VP
870,sentence 24,transmit,VB,I-VP
871,sentence 24,to,TO,I-VP
872,sentence 24,the,DT,B-NP
873,sentence 24,controller,NN,I-NP
874,sentence 24,written,JJ,B-NP
875,sentence 24,authorization,NN,I-NP
876,sentence 24,approving,VB,B-VP
877,sentence 24,payment,NN,O
878,sentence 24,of,IN,O
879,sentence 24,bilingual,JJ,B-NP
880,sentence 24,premium,NN,I-NP
881,sentence 24,provided,VB,B-VP
882,sentence 24,by,IN,I-VP
883,sentence 24,this,DT,B-NP
884,sentence 24,article,NN,I-NP
885,sentence 24,to,TO,O
886,sentence 24,the,DT,B-NP
887,sentence 24,person,NN,I-NP
888,sentence 24,occupying,VB,B-VP
889,sentence 24,such,JJ,B-NP
890,sentence 24,position,NN,I-NP
891,sentence 24,and,CC,O
892,sentence 24,possessing,VB,B-VP
893,sentence 24,such,JJ,B-NP
894,sentence 24,bilingual,JJ,I-NP
895,sentence 24,skill,NN,I-NP
896,sentence 25,after,IN,O
897,sentence 25,authorizing,VB,B-VP
898,sentence 25,payment,NN,O
899,sentence 25,of,IN,O
900,sentence 25,bilingual,JJ,B-NP
901,sentence 25,premium,NN,I-NP
902,sentence 25,the,DT,O
903,sentence 25,appointing,VB,B-VP
904,sentence 25,authority,NN,O
905,sentence 25,shall,MD,B-VP
906,sentence 25,certify,VB,I-VP
907,sentence 25,to,TO,I-VP
908,sentence 25,the,DT,B-NP
909,sentence 25,controller,NN,I-NP
910,sentence 25,the,DT,B-NP
911,sentence 25,name,NN,I-NP
912,sentence 25,of,IN,O
913,sentence 25,an,DT,B-NP
914,sentence 25,employee,NN,I-NP
915,sentence 25,eligible,JJ,O
916,sentence 25,for,IN,O
917,sentence 25,bilingual,JJ,B-NP
918,sentence 25,premium,NN,I-NP
919,sentence 25,and,CC,O
920,sentence 25,the,DT,B-NP
921,sentence 25,personnel,NN,I-NP
922,sentence 25,department,NN,I-NP
923,sentence 25,shall,MD,B-VP
924,sentence 25,certify,VB,I-VP
925,sentence 25,to,TO,I-VP
926,sentence 25,the,DT,B-NP
927,sentence 25,controller,NN,I-NP
928,sentence 25,that,IN,O
929,sentence 25,the,DT,B-NP
930,sentence 25,employee,NN,I-NP
931,sentence 25,has,VB,B-VP
932,sentence 25,qualified,VB,I-VP
933,sentence 25,under,IN,I-VP
934,sentence 25,it,PRP,O
935,sentence 25,standard,NN,O
936,sentence 25,of,IN,O
937,sentence 25,fluency,NN,O
938,sentence 25,and,CC,O
939,sentence 25,proficiency,NN,O
940,sentence 25,for,IN,O
941,sentence 25,said,VB,B-VP
942,sentence 25,language,NN,O
943,sentence 26,persons,NN,O
944,sentence 26,certified,VB,B-VP
945,sentence 26,being,VB,I-VP
946,sentence 26,qualified,VB,I-VP
947,sentence 26,by,IN,I-VP
948,sentence 26,the,DT,B-NP
949,sentence 26,personnel,NN,I-NP
950,sentence 26,department,NN,I-NP
951,sentence 26,shall,MD,B-VP
952,sentence 26,receive,VB,I-VP
953,sentence 26,bilingual,JJ,B-NP
954,sentence 26,bonus,NN,I-NP
955,sentence 26,of,IN,O
956,sentence 26,$,$,B-NUM
957,sentence 26,25,CD,I-NUM
958,sentence 26,per,IN,I-NUM
959,sentence 26,biweekly,JJ,B-NP
960,sentence 26,pay,NN,I-NP
961,sentence 26,period,NN,I-NP
962,sentence 26,for,IN,O
963,sentence 26,duty,NN,O
964,sentence 26,requiring,VB,B-VP
965,sentence 26,conversing,VB,I-VP
966,sentence 26,fluently,RB,O
967,sentence 26,in,IN,O
968,sentence 26,language,NN,O
969,sentence 26,other,JJ,O
970,sentence 26,than,IN,O
971,sentence 26,english,NN,O
972,sentence 26,or,CC,O
973,sentence 26,$,$,B-NUM
974,sentence 26,50,CD,I-NUM
975,sentence 26,per,IN,I-NUM
976,sentence 26,biweekly,JJ,B-NP
977,sentence 26,pay,NN,I-NP
978,sentence 26,period,NN,I-NP
979,sentence 26,for,IN,O
980,sentence 26,duty,NN,O
981,sentence 26,requiring,VB,B-VP
982,sentence 26,conversing,VB,I-VP
983,sentence 26,fluently,RB,O
984,sentence 26,and,CC,O
985,sentence 26,interpreting,JJ,B-NP
986,sentence 26,language,NN,I-NP
987,sentence 26,other,JJ,O
988,sentence 26,than,IN,O
989,sentence 26,english,NN,O
990,sentence 27,for,IN,O
991,sentence 27,newly,RB,O
992,sentence 27,hired,VB,B-VP
993,sentence 27,employee,NN,O
994,sentence 27,or,CC,O
995,sentence 27,employee,NN,O
996,sentence 27,newly,RB,O
997,sentence 27,appointed,VB,B-VP
998,sentence 27,to,TO,I-VP
999,sentence 27,bilingual,JJ,B-NP
1000,sentence 27,position,NN,I-NP
1001,sentence 27,the,DT,O
1002,sentence 27,premium,JJ,O
1003,sentence 27,shall,MD,B-VP
1004,sentence 27,be,VB,I-VP
1005,sentence 27,paid,VB,I-VP
1006,sentence 27,at,IN,I-VP
1007,sentence 27,the,DT,B-NP
1008,sentence 27,beginning,NN,I-NP
1009,sentence 27,of,IN,O
1010,sentence 27,the,DT,B-NP
1011,sentence 27,first,JJ,I-NP
1012,sentence 27,full,JJ,I-NP
1013,sentence 27,biweekly,JJ,I-NP
1014,sentence 27,pay,NN,I-NP
1015,sentence 27,period,NN,I-NP
1016,sentence 27,once,IN,O
1017,sentence 27,the,DT,B-NP
1018,sentence 27,employee,NN,I-NP
1019,sentence 27,has,VB,B-VP
1020,sentence 27,been,VB,I-VP
1021,sentence 27,certified,VB,I-VP
1022,sentence 27,by,IN,I-VP
1023,sentence 27,the,DT,B-NP
1024,sentence 27,personnel,NN,I-NP
1025,sentence 27,department,NN,I-NP
1026,sentence 28,33,CD,O
1027,sentence 28,mou01,NN,O
1028,sentence 28,41457,CD,O
1029,sentence 28,42551,CD,O
1030,sentence 28,article,NN,O
1031,sentence 28,6.5,CD,O
1032,sentence 28,sign,NN,B-NP
1033,sentence 28,language,NN,I-NP
1034,sentence 28,premium,NN,I-NP
1035,sentence 28,any,DT,B-NP
1036,sentence 28,qualified,JJ,I-NP
1037,sentence 28,employee,NN,I-NP
1038,sentence 28,covered,VB,B-VP
1039,sentence 28,by,IN,I-VP
1040,sentence 28,the,DT,B-NP
1041,sentence 28,provision,NN,I-NP
1042,sentence 28,of,IN,O
1043,sentence 28,the,DT,B-NP
1044,sentence 28,mou,NN,I-NP
1045,sentence 28,who,WP,O
1046,sentence 28,is,VB,B-VP
1047,sentence 28,requested,VB,I-VP
1048,sentence 28,by,IN,I-VP
1049,sentence 28,the,DT,B-NP
1050,sentence 28,hearing,NN,I-NP
1051,sentence 28,impaired,JJ,B-NP
1052,sentence 28,assistance,NN,I-NP
1053,sentence 28,center,NN,I-NP
1054,sentence 28,to,TO,O
1055,sentence 28,utilize,VB,B-VP
1056,sentence 28,sign,NN,B-NP
1057,sentence 28,language,NN,I-NP
1058,sentence 28,shall,MD,B-VP
1059,sentence 28,receive,VB,I-VP
1060,sentence 28,compensation,NN,O
1061,sentence 28,equal,JJ,O
1062,sentence 28,to,TO,O
1063,sentence 28,two,CD,O
1064,sentence 28,and,CC,O
1065,sentence 28,three-quarter,CD,O
1066,sentence 28,percent,NN,O
1067,sentence 28,2.75,CD,B-NUM
1068,sentence 28,%,%,I-NUM
1069,sentence 28,of,IN,I-NUM
1070,sentence 28,their,PRP$,B-NP
1071,sentence 28,salary,NN,I-NP
1072,sentence 28,or,CC,O
1073,sentence 28,wage,NN,O
1074,sentence 28,for,IN,O
1075,sentence 28,each,DT,B-NP
1076,sentence 28,business,NN,I-NP
1077,sentence 28,day,NN,I-NP
1078,sentence 28,the,DT,B-NP
1079,sentence 28,skill,NN,I-NP
1080,sentence 28,is,VB,B-VP
1081,sentence 28,utilized,VB,I-VP
1082,sentence 29,such,JJ,B-NP
1083,sentence 29,practice,NN,I-NP
1084,sentence 29,of,IN,O
1085,sentence 29,additional,JJ,B-NP
1086,sentence 29,compensation,NN,I-NP
1087,sentence 29,shall,MD,B-VP
1088,sentence 29,be,VB,I-VP
1089,sentence 29,in,IN,I-VP
1090,sentence 29,accordance,NN,O
1091,sentence 29,with,IN,O
1092,sentence 29,laac,NN,B-NP
1093,sentence 29,section,NN,I-NP
1094,sentence 29,4.84.1,CD,O
1095,sentence 30,article,NN,O
1096,sentence 30,6.6,CD,O
1097,sentence 30,court,NN,B-NP
1098,sentence 30,appearances,NN,I-NP
1099,sentence 30,section,VB,B-VP
1100,sentence 30,the,DT,B-NP
1101,sentence 30,following,JJ,I-NP
1102,sentence 30,court,NN,I-NP
1103,sentence 30,provision,NN,I-NP
1104,sentence 30,will,MD,B-VP
1105,sentence 30,apply,VB,I-VP
1106,sentence 30,to,TO,I-VP
1107,sentence 30,all,DT,B-NP
1108,sentence 30,employee,NN,I-NP
1109,sentence 30,in,IN,O
1110,sentence 30,the,DT,B-NP
1111,sentence 30,unit,NN,I-NP
1112,sentence 30,except,IN,O
1113,sentence 30,those,DT,O
1114,sentence 30,in,IN,O
1115,sentence 30,the,DT,B-NP
1116,sentence 30,police,NN,I-NP
1117,sentence 30,department,NN,I-NP
1118,sentence 31,when,WRB,O
1119,sentence 31,an,DT,B-NP
1120,sentence 31,employee,NN,I-NP
1121,sentence 31,is,VB,B-VP
1122,sentence 31,required,VB,I-VP
1123,sentence 31,to,TO,I-VP
1124,sentence 31,appear,VB,I-VP
1125,sentence 31,in,IN,O
1126,sentence 31,court,NN,O
1127,sentence 31,in,IN,O
1128,sentence 31,and,CC,O
1129,sentence 31,for,IN,O
1130,sentence 31,the,DT,B-NP
1131,sentence 31,county,NN,I-NP
1132,sentence 31,of,IN,O
1133,sentence 31,los,NN,B-NP
1134,sentence 31,angeles,NN,I-NP
1135,sentence 31,outside,IN,O
1136,sentence 31,of,IN,O
1137,sentence 31,his/her,PRP$,B-NP
1138,sentence 31,normal,JJ,I-NP
1139,sentence 31,duty,NN,I-NP
1140,sentence 31,hour,NN,I-NP
1141,sentence 31,but,CC,O
1142,sentence 31,on,IN,O
1143,sentence 31,matter,NN,O
1144,sentence 31,arising,VB,B-VP
1145,sentence 31,within,IN,I-VP
1146,sentence 31,the,DT,B-NP
1147,sentence 31,scope,NN,I-NP
1148,sentence 31,of,IN,O
1149,sentence 31,his/her,PRP$,B-NP
1150,sentence 31,employment,NN,I-NP
1151,sentence 31,said,VB,B-VP
1152,sentence 31,employee,NN,O
1153,sentence 31,shall,MD,B-VP
1154,sentence 31,be,VB,I-VP
1155,sentence 31,entitled,VB,I-VP
1156,sentence 31,to,TO,I-VP
1157,sentence 31,receive,VB,I-VP
1158,sentence 31,minimum,NN,O
1159,sentence 31,of,IN,O
1160,sentence 31,one,CD,O
1161,sentence 31,hour,NN,O
1162,sentence 31,at,IN,O
1163,sentence 31,one,CD,O
1164,sentence 31,and,CC,O
1165,sentence 31,one-half,CD,O
1166,sentence 31,1½,CD,O
1167,sentence 31,time,NN,O
1168,sentence 31,his/her,PRP$,B-NP
1169,sentence 31,regular,JJ,I-NP
1170,sentence 31,rate,NN,I-NP
1171,sentence 31,of,IN,O
1172,sentence 31,pay,NN,O
1173,sentence 32,time,NN,O
1174,sentence 32,spent,VB,B-VP
1175,sentence 32,in,IN,I-VP
1176,sentence 32,excess,NN,O
1177,sentence 32,of,IN,O
1178,sentence 32,the,DT,O
1179,sentence 32,one,CD,O
1180,sentence 32,hour,NN,B-NP
1181,sentence 32,minimum,NN,I-NP
1182,sentence 32,guarantee,NN,I-NP
1183,sentence 32,shall,MD,B-VP
1184,sentence 32,also,RB,O
1185,sentence 32,be,VB,B-VP
1186,sentence 32,at,IN,I-VP
1187,sentence 32,the,DT,B-NP
1188,sentence 32,rate,NN,I-NP
1189,sentence 32,of,IN,O
1190,sentence 32,one,CD,O
1191,sentence 32,and,CC,O
1192,sentence 32,one-half,CD,O
1193,sentence 32,1½,CD,O
1194,sentence 32,time,NN,O
1195,sentence 32,the,DT,B-NP
1196,sentence 32,employee,NN,I-NP
1197,sentence 32,'s,PRP$,B-NP
1198,sentence 32,regular,JJ,I-NP
1199,sentence 32,rate,NN,I-NP
1200,sentence 32,of,IN,O
1201,sentence 32,pay,NN,O
1202,sentence 32,payable,JJ,O
1203,sentence 32,in,IN,O
1204,sentence 32,six,CD,O
1205,sentence 32,minute,NN,B-NP
1206,sentence 32,increment,NN,I-NP
1207,sentence 33,no,DT,B-NP
1208,sentence 33,compensation,NN,I-NP
1209,sentence 33,shall,MD,B-VP
1210,sentence 33,be,VB,I-VP
1211,sentence 33,paid,VB,I-VP
1212,sentence 33,for,IN,I-VP
1213,sentence 33,the,DT,O
1214,sentence 33,first,JJ,O
1215,sentence 33,45,CD,O
1216,sentence 33,minute,NN,O
1217,sentence 33,of,IN,O
1218,sentence 33,the,DT,B-NP
1219,sentence 33,court,NN,I-NP
1220,sentence 33,'s,PRP$,B-NP
1221,sentence 33,noon,NN,I-NP
1222,sentence 33,recess,NN,I-NP
1223,sentence 33,provided,VB,B-VP
1224,sentence 33,however,RB,O
1225,sentence 33,that,IN,O
1226,sentence 33,no,DT,B-NP
1227,sentence 33,such,JJ,I-NP
1228,sentence 33,compensation,NN,I-NP
1229,sentence 33,shall,MD,B-VP
1230,sentence 33,be,VB,I-VP
1231,sentence 33,allowed,VB,I-VP
1232,sentence 33,unless,IN,I-VP
1233,sentence 33,such,JJ,B-NP
1234,sentence 33,employee,NN,I-NP
1235,sentence 33,is,VB,B-VP
1236,sentence 33,in,IN,I-VP
1237,sentence 33,actual,JJ,B-NP
1238,sentence 33,attendance,NN,I-NP
1239,sentence 33,in,IN,O
1240,sentence 33,court,NN,O
1241,sentence 34,such,JJ,B-NP
1242,sentence 34,compensation,NN,I-NP
1243,sentence 34,for,IN,O
1244,sentence 34,court,NN,B-NP
1245,sentence 34,appearance,NN,I-NP
1246,sentence 34,may,MD,B-VP
1247,sentence 34,be,VB,I-VP
1248,sentence 34,in,IN,I-VP
1249,sentence 34,either,RB,B-NP
1250,sentence 34,time,NN,I-NP
1251,sentence 34,off,RP,O
1252,sentence 34,or,CC,O
1253,sentence 34,cash,NN,O
1254,sentence 35,call,VB,B-VP
1255,sentence 35,back,RP,O
1256,sentence 35,provision,NN,O
1257,sentence 35,are,VB,B-VP
1258,sentence 35,not,RB,O
1259,sentence 35,applicable,JJ,O
1260,sentence 35,to,TO,O
1261,sentence 35,court,NN,B-NP
1262,sentence 35,appearance,NN,I-NP
1263,sentence 36,section,NN,B-NP
1264,sentence 36,ii,NN,I-NP
1265,sentence 36,the,DT,B-NP
1266,sentence 36,following,JJ,I-NP
1267,sentence 36,court,NN,I-NP
1268,sentence 36,provision,NN,I-NP
1269,sentence 36,shall,MD,B-VP
1270,sentence 36,apply,VB,I-VP
1271,sentence 36,to,TO,I-VP
1272,sentence 36,employee,NN,O
1273,sentence 36,in,IN,O
1274,sentence 36,the,DT,B-NP
1275,sentence 36,police,NN,I-NP
1276,sentence 36,department,NN,I-NP
1277,sentence 36,only,RB,O
1278,sentence 37,these,DT,B-NP
1279,sentence 37,provision,NN,I-NP
1280,sentence 37,apply,VB,B-VP
1281,sentence 37,only,RB,O
1282,sentence 37,for,IN,O
1283,sentence 37,the,DT,B-NP
1284,sentence 37,payment,NN,I-NP
1285,sentence 37,of,IN,O
1286,sentence 37,overtime,NN,O
1287,sentence 37,for,IN,O
1288,sentence 37,court,NN,B-NP
1289,sentence 37,appearance,NN,I-NP
1290,sentence 37,outside,IN,O
1291,sentence 37,of,IN,O
1292,sentence 37,the,DT,B-NP
1293,sentence 37,normal,JJ,I-NP
1294,sentence 37,duty,NN,I-NP
1295,sentence 37,hour,NN,I-NP
1296,sentence 37,of,IN,O
1297,sentence 37,employee,NN,O
1298,sentence 38,call,VB,B-VP
1299,sentence 38,back,RP,O
1300,sentence 38,provision,NN,O
1301,sentence 38,are,VB,B-VP
1302,sentence 38,not,RB,O
1303,sentence 38,applicable,JJ,O
1304,sentence 38,to,TO,O
1305,sentence 38,court,NN,B-NP
1306,sentence 38,appearance,NN,I-NP
1307,sentence 38,34,CD,O
1308,sentence 38,mou01,NN,O
1309,sentence 38,41457,CD,O
1310,sentence 38,42551,CD,O
1311,sentence 38,basic,JJ,B-NP
1312,sentence 38,compensation,NN,I-NP
1313,sentence 38,an,DT,B-NP
1314,sentence 38,employee,NN,I-NP
1315,sentence 38,at,IN,O
1316,sentence 38,the,DT,B-NP
1317,sentence 38,employee,NN,I-NP
1318,sentence 38,'s,PRP$,B-NP
1319,sentence 38,option,NN,I-NP
1320,sentence 38,may,MD,B-VP
1321,sentence 38,report,VB,I-VP
1322,sentence 38,to,TO,I-VP
1323,sentence 38,court,NN,O
1324,sentence 38,when,WRB,O
1325,sentence 38,subpoenaed,VB,B-VP
1326,sentence 38,or,CC,O
1327,sentence 38,remain,VB,B-VP
1328,sentence 38,on,IN,I-VP
1329,sentence 38,call,NN,O
1330,sentence 39,if,IN,O
1331,sentence 39,the,DT,B-NP
1332,sentence 39,employee,NN,I-NP
1333,sentence 39,elect,VB,B-VP
1334,sentence 39,to,TO,I-VP
1335,sentence 39,appear,VB,I-VP
1336,sentence 39,in,IN,O
1337,sentence 39,court,NN,O
1338,sentence 39,the,DT,B-NP
1339,sentence 39,division,NN,I-NP
1340,sentence 39,supervisor,NN,I-NP
1341,sentence 39,must,MD,B-VP
1342,sentence 39,be,VB,I-VP
1343,sentence 39,notified,VB,I-VP
1344,sentence 39,at,IN,I-VP
1345,sentence 39,the,DT,O
1346,sentence 39,latest,JJ,O
1347,sentence 39,one,CD,O
1348,sentence 39,administrative,JJ,B-NP
1349,sentence 39,day,NN,I-NP
1350,sentence 39,prior,JJ,O
1351,sentence 39,to,TO,O
1352,sentence 39,the,DT,B-NP
1353,sentence 39,scheduled,JJ,I-NP
1354,sentence 39,court,NN,I-NP
1355,sentence 39,appearance,NN,I-NP
1356,sentence 40,if,IN,O
1357,sentence 40,the,DT,B-NP
1358,sentence 40,employee,NN,I-NP
1359,sentence 40,wish,NN,I-NP
1360,sentence 40,to,TO,O
1361,sentence 40,remain,VB,B-VP
1362,sentence 40,on,IN,I-VP
1363,sentence 40,call,NN,O
1364,sentence 40,the,DT,B-NP
1365,sentence 40,employee,NN,I-NP
1366,sentence 40,must,MD,B-VP
1367,sentence 40,be,VB,I-VP
1368,sentence 40,able,JJ,I-VP
1369,sentence 40,to,TO,I-VP
1370,sentence 40,appear,VB,I-VP
1371,sentence 40,in,IN,O
1372,sentence 40,court,NN,O
1373,sentence 40,not,RB,O
1374,sentence 40,more,RB,O
1375,sentence 40,than,IN,O
1376,sentence 40,one,CD,O
1377,sentence 40,hour,NN,O
1378,sentence 40,after,IN,O
1379,sentence 40,being,VB,B-VP
1380,sentence 40,notified,VB,I-VP
1381,sentence 40,that,IN,I-VP
1382,sentence 40,the,DT,B-NP
1383,sentence 40,employee,NN,I-NP
1384,sentence 40,'s,PRP$,B-NP
1385,sentence 40,appearance,NN,I-NP
1386,sentence 40,is,VB,B-VP
1387,sentence 40,required,VB,I-VP
1388,sentence 40,in,IN,I-VP
1389,sentence 40,court,NN,O
1390,sentence 41,to,TO,O
1391,sentence 41,appear,VB,B-VP
1392,sentence 41,in,IN,I-VP
1393,sentence 41,court,NN,O
1394,sentence 41,more,RB,O
1395,sentence 41,than,IN,O
1396,sentence 41,an,DT,B-NP
1397,sentence 41,hour,NN,I-NP
1398,sentence 41,after,IN,O
1399,sentence 41,having,VB,B-VP
1400,sentence 41,been,VB,I-VP
1401,sentence 41,notified,VB,I-VP
1402,sentence 41,will,MD,B-VP
1403,sentence 41,void,VB,I-VP
1404,sentence 41,the,DT,B-NP
1405,sentence 41,employee,NN,I-NP
1406,sentence 41,'s,PRP$,B-NP
1407,sentence 41,right,NN,I-NP
1408,sentence 41,to,TO,O
1409,sentence 41,on-call,JJ,B-NP
1410,sentence 41,compensation,NN,I-NP
1411,sentence 42,an,DT,B-NP
1412,sentence 42,employee,NN,I-NP
1413,sentence 42,need,MD,B-VP
1414,sentence 42,not,RB,O
1415,sentence 42,remain,VB,B-VP
1416,sentence 42,at,IN,I-VP
1417,sentence 42,home,NN,O
1418,sentence 42,but,CC,O
1419,sentence 42,must,MD,B-VP
1420,sentence 42,be,VB,I-VP
1421,sentence 42,available,JJ,I-VP
1422,sentence 42,for,IN,I-VP
1423,sentence 42,telephonic,JJ,B-NP
1424,sentence 42,notification,NN,I-NP
1425,sentence 42,at,IN,O
1426,sentence 42,location,NN,O
1427,sentence 42,where,WRB,O
1428,sentence 42,the,DT,B-NP
1429,sentence 42,supervisor,NN,I-NP
1430,sentence 42,know,VB,B-VP
1431,sentence 42,the,DT,B-NP
1432,sentence 42,employee,NN,I-NP
1433,sentence 42,can,MD,B-VP
1434,sentence 42,be,VB,I-VP
1435,sentence 42,reached,VB,I-VP
1436,sentence 43,an,DT,B-NP
1437,sentence 43,off-duty,JJ,I-NP
1438,sentence 43,employee,NN,I-NP
1439,sentence 43,shall,MD,B-VP
1440,sentence 43,receive,VB,I-VP
1441,sentence 43,minimum,NN,O
1442,sentence 43,of,IN,O
1443,sentence 43,two,CD,O
1444,sentence 43,hour,NN,B-NP
1445,sentence 43,overtime,JJ,I-NP
1446,sentence 43,compensation,NN,I-NP
1447,sentence 43,for,IN,O
1448,sentence 43,any,DT,B-NP
1449,sentence 43,court,NN,I-NP
1450,sentence 43,day,NN,I-NP
1451,sentence 43,he/she,PRP,O
1452,sentence 43,is,VB,B-VP
1453,sentence 43,subpoenaed,VB,I-VP
1454,sentence 43,to,TO,I-VP
1455,sentence 43,be,VB,I-VP
1456,sentence 43,on,IN,O
1457,sentence 43,call,NN,O
1458,sentence 43,or,CC,O
1459,sentence 43,required,VB,B-VP
1460,sentence 43,to,TO,I-VP
1461,sentence 43,appear,VB,I-VP
1462,sentence 43,an,DT,B-NP
1463,sentence 43,off-duty,JJ,I-NP
1464,sentence 43,employee,NN,I-NP
1465,sentence 43,shall,MD,B-VP
1466,sentence 43,receive,VB,I-VP
1467,sentence 43,hour-for-hour,JJ,B-NP
1468,sentence 43,overtime,JJ,I-NP
1469,sentence 43,compensation,NN,I-NP
1470,sentence 43,for,IN,O
1471,sentence 43,each,DT,B-NP
1472,sentence 43,additional,JJ,I-NP
1473,sentence 43,hour,NN,I-NP
1474,sentence 43,of,IN,O
1475,sentence 43,actual,JJ,B-NP
1476,sentence 43,attendance,NN,I-NP
1477,sentence 43,in,IN,O
1478,sentence 43,excess,NN,O
1479,sentence 43,of,IN,O
1480,sentence 43,the,DT,O
1481,sentence 43,two,CD,O
1482,sentence 43,hour,NN,B-NP
1483,sentence 43,minimum,NN,I-NP
1484,sentence 43,provided,VB,B-VP
1485,sentence 43,for,IN,I-VP
1486,sentence 43,in,IN,O
1487,sentence 43,paragraph,NN,B-NP
1488,sentence 43,a.1,NN,I-NP
1489,sentence 43,above,IN,O
1490,sentence 43,with,IN,O
1491,sentence 43,the,DT,B-NP
1492,sentence 43,following,JJ,I-NP
1493,sentence 43,noontime,JJ,I-NP
1494,sentence 43,recess,NN,I-NP
1495,sentence 43,exception,NN,I-NP
1496,sentence 43,of,IN,O
1497,sentence 43,recess,NN,B-NP
1498,sentence 43,amount,NN,I-NP
1499,sentence 43,of,IN,O
1500,sentence 43,compensation,NN,O
1501,sentence 43,45,CD,O
1502,sentence 43,minute,NN,O
1503,sentence 43,or,CC,O
1504,sentence 43,none,NN,O
1505,sentence 43,46,CD,O
